article_id	span_start	span_end	span	context	label
790667730	23	42	Unleashes Firestorm	"Senator Lindsey Graham Unleashes Firestorm At Democrat Senators For ""Most Unethical Sham"" Since He's Been In Politics  I'm not a fan of Senator Lindsey Graham (R-SC), and he's my senator, but I have to tell you that he was right on point on Thursday when he berated Senate Democrats in their relentless assault on Judge Brett Kavanaugh while at the same time believing every word of Dr."	Loaded_Language
700662577	60	86	Crisis Of Epic Proportions	Puerto Rico’s Power Grid Failure Is Causing A Public Health Crisis Of Epic Proportions  One month after the devastating Hurricane Maria wreaked havoc on the island of Puerto Rico, the territory is still facing a public health crisis.	Loaded_Language
780414700	5821	5941	In the end, the excuses do not matter. We must be done with sin. It must be rooted out and again considered unacceptable	In the end, the excuses do not matter. We must be done with sin. It must be rooted out and again considered unacceptable.	Appeal_to_fear-prejudice
727634031	11405	11421	Sickness. Horror	"""Sickness. Horror that this man would do something like that."""	Loaded_Language
765982381	3369	3469	the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought	It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare … When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to ‘a vast tapestry of lies up on which we feed.’ He asked why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.’” WikiLeaks and 9/11: What if?	Loaded_Language
735090638	1087	1168	some of them were able to elude us thanks to the mayor’s irresponsible decision.”	The mayor’s move endangered ICE officers and alerted their targets, Homan asserted, “making clear that this reckless decision was based on her political agenda.” He said 864 “criminal aliens and public safety threats remain at large in the community, and I have to believe that some of them were able to elude us thanks to the mayor’s irresponsible decision.” Fox News, which was given a ride-along with ICE officers during the operation, reported that agency officials were asking the Department of Justice to investigate whether Schaaf broke any laws.	Appeal_to_Authority
765385479	1759	1848	they planned a war on a single human being and on the very principle of freedom of speech	It was as if they planned a war on a single human being and on the very principle of freedom of speech.	Exaggeration,Minimisation
732610971	434	471	“Christianity is Europe’s last hope.”	Viktor Orban, who openly professes the Reformed faith of Christianity, told an audience at the Royal Castle in Budapest, “Christianity is Europe’s last hope.” He continued by stating that mass immigration, especially from Africa, “our worst nightmares can come true.	Slogans
754131438	332	338	deadly	Ebola outbreak declared in Democratic Republic of Congo  Story highlights Two cases were confirmed, prompting the outbreak declaration In the past five weeks, there have been 21 suspected cases, including 17 deaths (CNN) The government of the Democratic Republic of Congo declared an outbreak of Ebola hemorrhagic fever, a rare and deadly disease, on Tuesday, the World Health Organization reported.	Appeal_to_fear-prejudice
732610971	295	311	migrant invasion	Hungarian Prime Minister Viktor Orban Calls For Global Anti-Migrant Alliance  Hungarian Prime Minister Viktor Orban who has been at the forefront in Europe in standing against illegal immigration and the invasion of Muslims into his country has called for a global alliance to stand against the migrant invasion.	Repetition
786250729	1129	1152	record-breaking numbers	She noticed that Latino voters did record-breaking numbers, especially in states like Florida, Nevada and Arizona — the last of which she describes as “a key state for us.” She brags that the company used its power to ensure that millions of people saw certain hashtags and social media impressions, with the goal of influencing their behavior during the election.” Murillo also brags that Google, “used its power to ensure that millions of people saw certain hashtags and social media impressions, with the goal of influencing their behavior during the election.” Unfortunately for Clinton and Google, as Murillo lamented, “…ultimately after all was said and done, the Latino community did come out to vote, and completely surprised us.	Exaggeration,Minimisation
777488669	22330	22358	transcends human legislation	The death penalty, from the first one imposed on man by God in the beginning in Eden, to the one imposed on God by man on that Good Friday in Jerusalem, on down to those still being imposed today, transcends human legislation.	Loaded_Language
999000184	2536	2561	the evil doings of Israel	According to the Daily Wire, in 2012 Omar tweeted: “Israel has hypnotized the world, may Allah awaken the people and help them see the evil doings of Israel.	Loaded_Language
703056647	53	61	Explode’	Officials Warn: Airborne Black Death Epidemic Could ‘Explode’  The bubonic plague outbreak that is taking Madagascar to its knees will more than likely last another six months.	Loaded_Language
724791253	2770	2829	We must be vigorous in our intolerance of his intolerance.”	We must be vigorous in our intolerance of his intolerance.” In response to the news, Peter Golds, the leader of the Conservatives group in the council, tweeted: “In 2015 one of the Tower Hamlets First election candidates tweeted ‘let us support Hitler the Great.’ These people, corruptly elected, have no shame.	Appeal_to_fear-prejudice
765385479	982	1059	a tsunami of lies and smear engulf him, endlessly, vindictively, perfidiously	I have watched a tsunami of lies and smear engulf him, endlessly, vindictively, perfidiously; and I know why they smear him.	Loaded_Language
789121265	3071	3229	If you want the FBI to go back that far @[email protected] to investigate Ford’s allegations…. let’s investigate my RAPE allegations against Bill Clinton, too	If you want the FBI to go back that far @[email protected] to investigate Ford’s allegations…. let’s investigate my RAPE allegations against Bill Clinton, too.	Whataboutism,Straw_Men,Red_Herring
790677230	9666	9762	if you vote no, you're legitimizing the most despicable thing I have seen in my time in politics	“To my Republican colleagues, if you vote no, you're legitimizing the most despicable thing I have seen in my time in politics.	Appeal_to_fear-prejudice
999001188	388	403	border-crashers	Not with the changes they’ve made in response to the border-crashers that pushed their way into Mexico.	Loaded_Language
778664280	3016	3042	a somewhat geeky ex-lawyer	Years before I ever lived in Newark, and never imagining that I would be assigned there, I had indeed read — as a somewhat geeky ex-lawyer — an allegation about Cardinal McCarrick in the context of a 2005 lawsuit in the Southern District of New York against Archbishop Myers, Cardinal Eagan, Bishop Hubbard and the Irish Christian Brothers.	Name_Calling,Labeling
769962328	6343	6391	crammed with very many and various kinds of evil	John Calvin said, “Whomsoever the Lord has adopted and deemed worthy of His fellowship ought to prepare themselves for a hard, toilsome and unquiet life, crammed with very many and various kinds of evil.” And of course to the counterfeit's this is foreign.	Exaggeration,Minimisation
776616374	2771	2782	slaughtered	Additionally, over one million North and South Vietnamese, including 627,000 civilians would be slaughtered.	Loaded_Language
999000312	3355	3534	I can also assure you that Luke Harding, the Guardian, Washington Post and New York Times have been publishing a stream of deliberate lies, in collusion with the security services	I can also assure you that Luke Harding, the Guardian, Washington Post and New York Times have been publishing a stream of deliberate lies, in collusion with the security services.	Causal_Oversimplification
712382330	919	1054	"""The document is very good and completely explains the meaning of chapter VIII of Amoris Laetitia. There are no other interpretations."""	"Concerning these guidelines that allow ""the possibility of access to the sacraments of Reconciliation and the Eucharist"" in ""complex circumstances"" where ""limitations that lessen the responsibility and guilt"" permit adulterous couples to continue in adultery, the pope said in his letter: ""The document is very good and completely explains the meaning of chapter VIII of Amoris Laetitia. There are no other interpretations."""	Appeal_to_Authority
696264594	6029	6043	Its perversion	Its perversion by the radical anti-Jewish and anti-Israel left to serve anti-Semitic narratives is tragic.	Loaded_Language
999000312	1427	1440	the “Russians	For an exception to be made for Manafort and the “Russians” would have had to be a decision of the Government of Ecuador, not of Wikileaks, and that would be so exceptional the reason for it would surely have been noted in the now leaked supposed Ecuadorean “intelligence report” of the visits.	Repetition
765385479	4476	4585	aimed its personal, petty, inhuman and craven attacks at a man whose work it once published and profited from	Like a spurned lover, the Guardian aimed its personal, petty, inhuman and craven attacks at a man whose work it once published and profited from.	Whataboutism,Straw_Men,Red_Herring
765982381	3207	3222	endless warfare	It is as if a one-way moral screen has been pushed back to expose the imperialism of liberal democracies: the commitment to endless warfare … When Harold Pinter accepted the Nobel Prize for Literature in 2005, he referred to ‘a vast tapestry of lies up on which we feed.’ He asked why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.’” WikiLeaks and 9/11: What if?	Exaggeration,Minimisation
787002327	2110	2257	It goes without saying that this retraction and surrender by Facebook occurred only because of the wide publicity that Jamie's banning had received	It goes without saying that this retraction and surrender by Facebook occurred only because of the wide publicity that Jamie's banning had received.	Causal_Oversimplification
727497152	10	18	Massacre	Las Vegas Massacre Coverup: Clark County Coroner Releases 58 Autopsy Reports With All Names Redacted, No Ballistics, And No Stephen Paddock Autopsy  It appears that a further cover-up is underway in regards to the 1 October massacre in which 58 people were killed LAS VEGAS (INTELLIHUB) — The Coroner finally released the autopsy for the 58 victims but not for the alleged shooter Stephen Paddock after a judge ruled that the coroner release all the documents and pay $32,000 in legal fees.	Loaded_Language
779394730	3715	4118	"All this and rampant homosexuality in the priesthood, too... along with a ""trivialized liturgy"" (according to Pope Benedict XVI) and widespread apostasy among the faithful? Remind me again: What exactly has Vatican II and the last fifty years of aggiornamento given us? Because I can't seem to think of a darn thing, apart from heretical homilies, sodomitical clergy and an increasingly lavender liturgy"	"All this and rampant homosexuality in the priesthood, too... along with a ""trivialized liturgy"" (according to Pope Benedict XVI) and widespread apostasy among the faithful? Remind me again: What exactly has Vatican II and the last fifty years of aggiornamento given us? Because I can't seem to think of a darn thing, apart from heretical homilies, sodomitical clergy and an increasingly lavender liturgy."	Doubt
790665855	567	675	his record indicates that he all but cannot stand the Fourth and he’s not that big a fan of the First either	While Kavanaugh may be an ostensible supporter of the Second Amendment, his record indicates that he all but cannot stand the Fourth and he’s not that big a fan of the First either.	Doubt
788056108	12176	12222	the massive evidence of his unspeakable crimes	And just as a synod was employed to address three rival claimants to the papal throne in 1046, declaring at least two of them deposed, so today might it be possible for reform-minded cardinals and bishops, comprising an imperfect council, to undo the incalculable damage caused by the cabal that lobbied for Bergoglio’s election before the last conclave—a cabal that included none other than McCarrick, whom Bergoglio rewarded by rehabilitating that monster despite the massive evidence of his unspeakable crimes.	Exaggeration,Minimisation
727569885	1642	1690	Obama sold everything including the kitchen sink	In a misguided effort to secure Iran’s willingness to sign the Joint Comprehensive Plan of Action, Obama sold everything including the kitchen sink.	Loaded_Language
789121265	2926	3069	if Senate Democrats want the FBI to investigate the 36-year-old accusations against Mr. Kavanaugh, they should reopen her 40-year-old case, too	Broaddrick also said that if Senate Democrats want the FBI to investigate the 36-year-old accusations against Mr. Kavanaugh, they should reopen her 40-year-old case, too.	Whataboutism,Straw_Men,Red_Herring
793534424	415	420	swamp	She is part of the swamp, part of the willfully ignorant McMaster crowd that clearly opposed Trump’s agenda.	Loaded_Language
999001188	30	63	Say, ‘Hola’ To Trump’s RAZOR Wire	Dear Illegal Alien ‘Caravan’: Say, ‘Hola’ To Trump’s RAZOR Wire  Remember those photos of migrants taunting security forces while sitting on top of the border fence?	Loaded_Language
703056647	25	36	Black Death	Officials Warn: Airborne Black Death Epidemic Could ‘Explode’  The bubonic plague outbreak that is taking Madagascar to its knees will more than likely last another six months.	Name_Calling,Labeling
729578579	22774	22811	blatantly using lies and manipulation	With a professional confidence trickster on the papal throne, blatantly using lies and manipulation to maintain power and ram through an agenda at radical variance with Catholic doctrine, how long before that predictable disintegration occurs?	Loaded_Language
729549972	1303	1321	"the ""Pale Blue Dot"	"In 1994, US astronomer Carl Sagan reflected on the significance of the photograph to an audience at Cornell University, famously coining its name as the ""Pale Blue Dot"", and giving one of the most widely published speeches of all time."	Name_Calling,Labeling
737194975	12851	12891	But if you are a freedom-loving American	See the video here: Watch Dianne Feinstein Erupt With Glee After Trump Seems To Endorse Her Assault Weapons Ban But if you are a freedom-loving American who values your liberties and the God-given right to defend them, happy is NOT what you should be feeling right now.	Flag-Waving
757611486	5212	5224	indoctrinate	Bill Saxton, chairman of Citizens for National Security, said that the assignment was a “purposeful attempt to indoctrinate our impressionable high-schoolers with the ‘virtues’ of Islam at the expense of Christianity, Judaism and other religions.” Meanwhile, Georgia parent Michelle King noted in 2016: “My daughter had to learn the Shahid and the Five Pillars of Islam, which is what you learn to convert,” while not teaching Christianity or the Ten Commandments.	Repetition
759478604	10856	10866	ridiculous	I have no idea how we are going to implement all these ridiculous plans of ‘on-going formation’.	Loaded_Language
769962328	3877	3901	hide behind a microphone	They hide behind a microphone day after day.	Loaded_Language
762546428	2580	2594	Indoctrination	It includes all of that.” Indoctrination means to teach a person to accept a belief uncritically.	Repetition
111111124	4920	4935	a partisan memo	The president’s order is similar to his February move, when he cleared the way for the Republican-led House Intelligence Committee to release a partisan memo about the surveillance warrant on Carter Page.	Name_Calling,Labeling
705035735	15	22	NO CURE	New Virus With NO CURE Spreading: This Is WORSE Than The ‘Black Death’  A new virus for which medical officials have no remedy is spreading.	Loaded_Language
736231219	1383	1459	he “has a much larger following and elected officials meet with him openly.”	"After Farrakhan's speech Sunday, CNN anchor Jake Tapper, among a few others, began tweeting out a few quotes from it, and declared that Farrakhan was more dangerous than other ""alt-reich"" leaders because he “has a much larger following and elected officials meet with him openly.” His Twitter thread begins here: Somehow the openly racist and anti-Semitic Farrakhan and his hateful organization have managed for decades to avoid being harshly denounced as such by the news media, which instead has spent the last two years attempting to smear Donald Trump as the new Hitler."	Bandwagon,Reductio_ad_hitlerum
757713354	1050	1059	reluctant	This provocation was the first of two major spring military exercises planned by the US and its reluctant South Korean satrap.	Name_Calling,Labeling
769962328	3274	3311	counterfeits, self-proclaimed leaders	I told her that there are too many counterfeits, self-proclaimed leaders, out there who care more about saving face, than they do the souls of men (Luke 19:10), as well as saving their country.	Name_Calling,Labeling
789615291	9629	9645	sexual predators	This contention itself is an expression of the radical feminist narrative of innate male feral sexuality that makes them sexual predators.	Loaded_Language
790777028	3317	3349	Absolutely nothing will be found	My guess is that one of two things will occur with the FBI investigation: (1) Absolutely nothing will be found, and this will have been a huge waste of time or (2) look for this thing to expand and the need will arise to make this more of a circus than it already is, which will dwarf anything Clarence Thomas had to face from the slanderous accusations of Anita Hill.	Exaggeration,Minimisation
777488669	10681	10700	ruthlessly remedied	Given the fallen human condition, such injustices are bound to occur in any judicial system, and everyone agrees that they should be ruthlessly remedied.	Loaded_Language
765385479	10562	10602	defend the life of an Australian citizen	Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world.	Flag-Waving
790483991	3626	3696	the most painful and serious decision that I have ever made in my life	My decision to reveal those grave facts was for me the most painful and serious decision that I have ever made in my life.	Exaggeration,Minimisation
755170235	4575	4587	aggressively	The administration will now start aggressively moving to deal with the root cause of chaos and violence in the region in a clear-eyed way.” Regional sources who have spoken to SSG “tell us that Iranian social media is more outraged about internal oppression, such as the recent restrictions on Telegram, than about supporting or opposing the nuclear program.	Loaded_Language
782149225	1705	1754	after the elimination of the filthy Jewish entity	Khecharem predicted that “this will happen, of course, after the elimination of the filthy Jewish entity, and after liberation of the lands under direct colonization, like Kashmir and others.” If Said Khecharem were a non-Muslim saying that Muslims needed to destroy “the filthy Jewish entity” and conquer America, Britain, Russia, France, and Italy, he would be accused of “Islamophobia” and “bigotry.” But no one will take any particular notice of this.	Loaded_Language
999000312	3579	3618	the partisans of the defeated candidate	But to see the partisans of the defeated candidate (and a particularly obnoxious defeated candidate) manipulate the security services and the media to create an entirely false public perception, in order to attempt to overturn the result of the US Presidential election, is the most astonishing thing I have witnessed in my lifetime.	Name_Calling,Labeling
783702663	30241	30248	fretted	Faggioli fretted that “[t]he abuse scandal and delegitimization of the episcopate has created a great power vacuum in the Church” that could be filled by the “neo-traditionalist Catholicism of the younger generations of American Catholics” who “attack American bishops and cardinals close to Pope Francis.” Accordingly, he rushed to the defense of Bergoglio and his corrupt regime against “a radicalization of religious conservatism in the neo-traditionalism sense...” For Faggioli, not only would Bergoglio’s resignation be unthinkable, so also would a purge of the homosexual and pro-homosexual prelates Bergoglio and his Vatican henchmen have systematically enabled.	Loaded_Language
765385479	4246	4270	Assange is Putin’s bitch	As if that wasn’t enough, Ferguson’s executive producer, Sally Neighour, followed the interview with a vicious re-tweet: “Assange is Putin’s bitch.	Name_Calling,Labeling
999000125	2183	2466	The message they were trying to send with the event was opposite to the jokes he was making, and using people’s ethnicity as the crux of his jokes could be funny but still offensive...He definitely wasn’t the most crass comedian I’ve ever heard but for the event it was inappropriate	“The message they were trying to send with the event was opposite to the jokes he was making, and using people’s ethnicity as the crux of his jokes could be funny but still offensive...He definitely wasn’t the most crass comedian I’ve ever heard but for the event it was inappropriate,” Warren said.	Doubt
999000135	2629	2748	Don Lemon thinks things like this, are just fine, and wants these people in the US. He just doesn't want white men here	Don Lemon thinks things like this, are just fine, and wants these people in the US. He just doesn't want white men here.	Causal_Oversimplification
771879020	5318	5336	a devastating blow	“Not only is this a First Amendment victory for free speech, it also is a devastating blow to the gun prohibition lobby,” noted SAF founder and Executive Vice President Alan M. Gottlieb.	Loaded_Language
783702663	46655	46673	precious testimony	[emphasis added] I believe that Archbishop Viganò’s precious testimony is a sign that Heaven itself is now responding to the “need for justice” in the Church.	Loaded_Language
780414700	16614	16639	our own personal holiness	We must all work daily on our own personal holiness and hold ourselves accountable first and, in turn, hold our brothers and sisters accountable as well, and Finally, I ask you all to join me and the entire clergy of the Diocese of Madison in making public and private acts of reparation to the Most Sacred Heart of Jesus and to the Immaculate Heart of Mary for all the sins of sexual depravity committed by members of the clergy and episcopacy.	Loaded_Language
773520636	9049	9076	to tell him to obey or else	Think of this, the meekest man alive was sent to the face of the Pharaoh to tell him to obey or else.	Appeal_to_fear-prejudice
699142854	4889	4906	ugly public fight	Over the past week, Trump and Corker have been involved in an ugly public fight precipitated by Corker’s announcement that he will not be seeking reelection next year.	Loaded_Language
793467906	3263	3276	women-centric	In 2007, Powell was named to the Board of a Hillary Clinton project known as ‘Vital Voices’,another women-centric operation that touts Global Ambassadorial missions for women.	Name_Calling,Labeling
730268758	320	336	sexual predators	Evidence shows Pope Francis is a ‘principal in a cover-up’ of clergy sex-abuse in Chile: Expert  NewsCatholic Church WASHINGTON, D.C., February 12, 2018 (LifeSiteNews) – Those familiar with Jorge Bergoglio in Argentina before he became Pope Francis say it is a “classic” move of his to provide “mercy” to clergy who are sexual predators while asking everybody else to simply “move on,” said attorney and child advocate Elizabeth Yore on an EWTN show last week.	Loaded_Language
725276027	765	789	The Indonesian Christian	The Indonesian Christian, facing mounting pressure to report to Immigration and Customs Enforcement, took refuge Friday night inside the Reformed Church of Highland Park.	Name_Calling,Labeling
699142854	1402	1429	the authoritarian theocrats	By merging Iran’s external aggression with its internal repression, Trump signaled a readiness to drive a wedge – or expand the wedge – between the authoritarian theocrats that rule Iran and the largely secular, multiethnic and pro-Western people of Iran.	Name_Calling,Labeling
788056108	1946	1965	a Christlike victim	After responding to a question about Vigano’s very serious accusations, he said point blank, “I will not say a single word on this.”… [F]or the rest of the week and more, he kept up an unmistakable theme of calling for silence, equating silence with holiness, and painting himself as a Christlike victim in his silence.	Name_Calling,Labeling
729668796	1270	1353	We will fight those who want to change the Christian identity of Hungary and Europe	“We will fight those who want to change the Christian identity of Hungary and Europe,” Orban concluded.	Repetition
728972961	15735	15748	in the masses	It is in the masses.	Repetition
111111132	147	151	huge	But the 7-year-old is also a huge fan of the weekly Bible course at Princeton Primary, his public elementary school.	Loaded_Language
780414700	726	735	a “hater”	Bishop Morlino does this in a moment when he is under heavy attack as a “hater” for defending the Church’s teaching on marriage—an attack, by the way, which prompted us here at The Remnant to join the fight to DEFEND BISHOP MORLINO last year.	Name_Calling,Labeling
790667730	1265	1269	sham	"I hope the American people can see through this sham, that you knew about it and you held it."""	Loaded_Language
766632016	4091	4184	claiming that it happened to the Jews alone excludes the non-Jews who were tortured by Hitler	In addition, claiming that it happened to the Jews alone excludes the non-Jews who were tortured by Hitler.	Whataboutism,Straw_Men,Red_Herring
111111124	3557	3590	are touting the president’s order	Republicans on Capitol Hill, including House Intelligence Committee Chairman Devin Nunes, R-Calif., are touting the president’s order, saying it covers “pretty much everything that he wanted…and the text messages are a bonus,” a source said of Nunes.	Loaded_Language
775448623	17	41	put carnage a click away	3-D-printed guns put carnage a click away  PEOPLE WHO are barred from purchasing firearms or want to own a gun that is illegal in the jurisdiction where they live may soon have an easy way to get around the law.	Loaded_Language
999001619	14041	14071	the existing, neoliberal order	Its job is to shore up a consensus on the left for attacks on leading threats to the existing, neoliberal order: whether they are a platform like Wikileaks promoting whistle-blowing against a corrupt western elite; or a politician like Jeremy Corbyn seeking to break apart the status quo on the rapacious financial industries or Israel-Palestine; or a radical leader like Hugo Chavez who threatened to overturn a damaging and exploitative US dominance of “America’s backyard”; or social media dissidents who have started to chip away at the elite-friendly narratives of corporate media, including the Guardian.	Name_Calling,Labeling
700387229	243	259	“no one is safe”	As the outbreak worsens, some doctors are even warning that “no one is safe” from the disease.	Repetition
738060046	1119	1157	preaching of hatred and jihad violence	Syed Muzaffar Shah Qadri’s preaching of hatred and jihad violence was so hardline that he was banned from preaching in Pakistan, but the UK Home Office welcomed him into Britain.	Loaded_Language
729303442	2953	3233	The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew. It is under this context that the (general assembly) occurred, and the report fundamentally misunderstands this, which alters the entire findings of the report	Democratize SSMU deleted the message, which targeted Lew and two other candidates, after the meeting and apologized for publishing material that was “insensitive to anti-Semitic tropes of Jewish people as corrupt and politically powerful.” The Jewish groups said this anti-Semitic rhetoric “was used to encourage students to vote specifically against Noah Lew. It is under this context that the (general assembly) occurred, and the report fundamentally misunderstands this, which alters the entire findings of the report.” They say Boudreau’s report “insinuates that Jewish students who engage with mainstream Jewish community organizations are permitted to be precluded from holding political office.” Lew was restored to his post as a director last month after a ruling that the split vote in October had violated the SSMU constitution.	Doubt
765385479	7857	7953	systematic brutality, the widespread atrocities, the ruthless suppression of independent thought	He asked why “the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened … even while [they] were happening, they never happened.” No Place to Hide: Edwa... Glenn Greenwald Best Price: $1.49 Buy New $3.70 (as of 06:30 EDT - Details) In its revelations of fraudulent wars (Afghanistan, Iraq) and the bald-faced lies of governments (the Chagos Islands), WikiLeaks has allowed us to glimpse how the imperial game is played in the 21st century.	Loaded_Language
728680557	1990	2203	a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.”	Schneider said greater public support of the document from the world’s 5,000 bishops would be “a stronger voice for professing the constant truths of the Church, and it would be a beautiful common voice defending the sanctity and the indissolubility of marriage in the midst of a real neo-pagan society where divorce has become a plague and where sexual depravity is increasingly spreading.” Bishop Fischer’s public support of the Profession of Immutable Truths about Sacramental Marriage brings the number of signatories to nine bishops and one cardinal.	Loaded_Language
778139122	6901	6939	an almost totally servile relationship	Australia has an almost totally servile relationship with America, in which its national security structure, much of its academic life and certainly much of its media is integrated into the US system.	Name_Calling,Labeling
761546223	1989	1999	homeschool	Even if cultural Marxism did not dumb down education, concerns that government schools are indoctrinating children with beliefs that conflict with parents’ political, social, and even religious beliefs would motivate many families to homeschool.	Repetition
999000135	1948	1959	to demonize	“I keep trying to point out to people not to demonize any one group or any one ethnicity, but we keep thinking the biggest terror threat is something else,” Lemon said.	Loaded_Language
999001619	6304	6340	the most stringent checks imaginable	Given this, one would have expected the Guardian’s editors to have insisted on the most stringent checks imaginable before going to press with Harding’s story.	Exaggeration,Minimisation
740356006	2458	2465	satanic	Danny Davis thinks Nation of Islam leader Louis Farrakhan, a notorious racist and anti-Semite, does “outstanding work” but doesn’t agree with Farrakhan’s positions that white people are “devils” and Jewish people are satanic.	Name_Calling,Labeling
786919720	4526	4594	why don't they bring up his involvement in the Vince Foster cover-up	If they wanted something on the guy, why don't they bring up his involvement in the Vince Foster cover-up?	Doubt
999000184	3931	3959	the increasing balkanization	Their presence in the House of Representatives may be evidence of “diversity,” but it is also a disquieting sign of the continued dominance of identity politics, and the increasing balkanization of the American body politic.	Loaded_Language
783702663	2050	2071	the infamous Cardinal	All of this happened before Bergoglio, bowing to worldwide public pressure, finally—only weeks ago—took decisive action against his “trusted counselor.” McCarrick had lobbied for Bergoglio’s election, along with Maradiaga and the infamous Cardinal Danneels, who covered up homosexual rape committed by a priest against his own nephew,has supported “same-sex marriage,” and advised the King of Belgium to sign a law legalizing abortion in 1990.	Name_Calling,Labeling
782017101	1690	1697	rampant	Spend enough time in Catholic World and you inevitably meet good men who quit the seminary because of some rampant (and often violent) depravity.	Loaded_Language
725276027	1506	1520	illegal aliens	So she seem to have acted to encourage the illegal aliens in the case she is managing to see the writing on the wall, and use her order prohibiting their arrest and deportation to flee the authorities.Even the illegal aliens know that minor kritarchs have no authority over deportations, especially those that have been fully adjudicated and any claim of asylum found to be without any basis so they are taking up other options to fight deportation, like fleeing and hiding.	Repetition
789121798	3988	4202	they dig up some Trump-hating woman from Kavanaugh’s past and convince her to say that he assaulted her thinking that such an allegation will surely delay the vote long enough for them to regain control of Congress	So, they dig up some Trump-hating woman from Kavanaugh’s past and convince her to say that he assaulted her thinking that such an allegation will surely delay the vote long enough for them to regain control of Congress.	Causal_Oversimplification
777488669	9590	9606	immoral heretics	Therefore it is not permissible to call those who hold it is, immoral heretics.	Name_Calling,Labeling
779394730	3700	3713	You don't say	You don't say!	Loaded_Language
766632016	4253	4264	annihilated	He annihilated a group of races and people, some of whom were even German.	Repetition
759337941	1226	1278	toil in Soviet fictions and titillating porn stories	Hellbent to destroy President Trump, they toil in Soviet fictions and titillating porn stories.	Loaded_Language
727634031	12173	12206	I had no way to see into his mind	"I had no way to see into his mind."""	Thought-terminating_Cliches
758477392	3206	3219	health issues	Other theories behind the health issues in Cuba include the use of electromagnetic weapons, which can target highly-focused energy at potential victims.	Repetition
999000312	3624	3667	a particularly obnoxious defeated candidate	But to see the partisans of the defeated candidate (and a particularly obnoxious defeated candidate) manipulate the security services and the media to create an entirely false public perception, in order to attempt to overturn the result of the US Presidential election, is the most astonishing thing I have witnessed in my lifetime.	Name_Calling,Labeling
788173482	598	655	What we’ve done is a great service to the country, really	“What we’ve done is a great service to the country, really,” he said.	Flag-Waving
737194975	12580	12606	uttered his stupid comment	No wonder Dianne Feinstein looked so deliriously (and devilishly) happy when Trump uttered his stupid comment about gun confiscation and said he wanted to bring an assault weapons ban (Feinstein’s bill) into proposed gun control legislation.	Loaded_Language
729303442	4046	4083	absolutely no place for anti-Semitism	“I would like to take this opportunity to make it clear that there is absolutely no place for anti-Semitism at McGill University and that, as principal and vice-chancellor, I will remain vigilant to ensure that all members of our community feel safe, welcomed and respected on our campuses,” she said in a statement.	Exaggeration,Minimisation
773937361	5543	5571	grossly corrupt and evil men	These are the priests who did make it through this institutional gauntlet, who remain faithful now but are still under the control of these often grossly corrupt and evil men.	Loaded_Language
765385479	6160	6180	trying to clamp down	Katrin Axelsson and Lisa Longstaff of Women Against Rape summed it up when they wrote, “The allegations against [Assange] are a smokescreen behind which a number of governments are trying to clamp down on WikiLeaks for having audaciously revealed to the public their secret planning of wars and occupations with their attendant rape, murder and destruction… The authorities care so little about violence against women that they manipulate rape allegations at will.” This truth was lost or buried in a media witch-hunt that disgracefully associated Assange with rape and misogyny.	Loaded_Language
765197039	2306	2342	a “battle” with the “entire religion	While he is deeply concerned that British people not begin to think that resisting jihad terror means that they are in a “battle” with the “entire religion” of Islam, he appears unaware of the fact that many Muslims throughout history have considered their entire religion to be at war with the entire non-Muslim world.	Exaggeration,Minimisation
776049384	2199	2232	the most prolific serial predator	That the most prolific serial predator Cardinal would divulge the pre-Conclave Bergoglio plot to “reform the Church.” Now we know what “reform the Church” looks like in the Bergoglian papacy.	Exaggeration,Minimisation
761897089	3490	3506	a fine young man	“It’s a very sad case because Kristian Saucier is a fine young man.	Name_Calling,Labeling
795379208	4009	4023	great partners	“The Saudis have been great partners in working alongside us on these issues,” Pompeo said.	Name_Calling,Labeling
999000135	2085	2095	demonizing	No one is demonizing an ethnicity but Don Lemon.	Repetition
762546428	274	280	so bad	The indoctrination is getting so bad, that some parents are even concerned about liberal violence against those who reject the brainwashing.	Loaded_Language
723537899	3463	3515	risks a major U.S. war with no allies but the Kurds?	Who sanctioned this commitment to a new army, which, if Syria and its Russian and Iranian allies, and the Turks, do not all back down, risks a major U.S. war with no allies but the Kurds?	Appeal_to_fear-prejudice
